Invoice Number	Distributor Billed SAP code	Distributor Shipped SAP code	Distribution Channel	Depo SAP code	SAP user code	Billing date	Material code	QTY	UOM	Basic Rate	Total Discount	GST%	GST Amt	Total Billed Amt	vehicalno	driver_name	driver_phoneno	Retail Margin	Dist. Margin	Damage/Leakage	Trade Discount	Alternative_UOM	UOM	Doc Type	Item category	Net Value	Tax Amount	Net Amount plus tax
7611005104	0002000058	0002000058	20	1601	DPSDMN	20180717	90500064_79	        48.000	CUP	        2864.84	             0.00	JOCG      6JOSG      6	           343.78	          3208.62	MH-14/FT-7920							          2.000	BOX	ZDOR	TAN	          2864.84	           343.78	          3208.62
7611005104	0002000058	0002000058	20	1601	DPSDMN	20180717	90500060_79	        24.000	CUP	        1432.42	             0.00	JOCG      6JOSG      6	           171.90	          1604.32	MH-14/FT-7920							          1.000	BOX	ZDOR	TAN	          1432.42	           171.90	          1604.32
7611005104	0002000058	0002000058	20	1601	DPSDMN	20180717	90500036_110	        60.000	BT	        4986.27	             0.00	JOCG      6JOSG      6	           598.36	          5584.63	MH-14/FT-7920							          5.000	BOX	ZDOR	TAN	          4986.27	           598.36	          5584.63
7611005104	0002000058	0002000058	20	1601	DPSDMN	20180717	90500015_120	        60.000	PAC	        5439.57	             0.00	JOCG      6JOSG      6	           652.74	          6092.31	MH-14/FT-7920							          2.000	BOX	ZDOR	TAN	          5439.57	           652.74	          6092.31
7611005104	0002000058	0002000058	20	1601	DPSDMN	20180717	90500015_120	        30.000	PAC	        2719.79	             0.00	JOCG      6JOSG      6	           326.38	          3046.17	MH-14/FT-7920							          1.000	BOX	ZDOR	TAN	          2719.79	           326.38	          3046.17
7611005104	0002000058	0002000058	20	1601	DPSDMN	20180717	90500016_120	        90.000	PAC	        8159.36	             0.00	JOCG      6JOSG      6	           979.12	          9138.48	MH-14/FT-7920							          3.000	BOX	ZDOR	TAN	          8159.36	           979.12	          9138.48
7611005114	0001000018	0001000018	10	1601	DPSDMN	20180717	90200007_249	       500.000	POU	       98489.82	          2499.59	JOCG      6JOSG      6	         11518.82	        107509.05	MH-16/AY-5287			7.408-%	3.83-%	0.48-%	2.604-%	         25.000	BOX	ZDOR	TAN	         95990.23	         11518.82	        107509.05
7611005114	0001000018	0001000018	10	1601	DPSDMN	20180717	90200017_260	       240.000	POU	       49365.64	          1199.81	JOCG      6JOSG      6	          5779.90	         53945.73	MH-16/AY-5287			7.408-%	3.827-%	0.479-%	2.491-%	         12.000	BOX	ZDOR	TAN	         48165.83	          5779.90	         53945.73
7611005114	0001000018	0001000018	10	1601	DPSDMN	20180717	90200017_260	       160.000	POU	       32910.43	           799.87	JOCG      6JOSG      6	          3853.26	         35963.82	MH-16/AY-5287			7.408-%	3.827-%	0.479-%	2.491-%	          8.000	BOX	ZDOR	TAN	         32110.56	          3853.26	         35963.82
7611005114	0001000018	0001000018	10	1601	DPSDMN	20180717	90200001_525	       900.000	JAR	      373798.38	          8999.59	JOCG      6JOSG      6	         43775.86	        408574.65	MH-16/AY-5287			7.408-%	3.829-%	0.478-%	2.467-%	         50.000	BOX	ZDOR	TAN	        364798.79	         43775.86	        408574.65
7611005114	0001000018	0001000018	10	1601	DPSDMN	20180717	90200002_270	      2700.000	JAR	      576729.78	         13500.60	JOCG      6JOSG      6	         67587.50	        630816.68	MH-16/AY-5287			7.407-%	3.829-%	0.477-%	2.397-%	         75.000	BOX	ZDOR	TAN	        563229.18	         67587.50	        630816.68
7611005114	0001000018	0001000018	10	1601	DPSDMN	20180717	90200003_120	      4800.000	JAR	      455692.32	          9599.91	JOCG      6JOSG      6	         53531.08	        499623.49	MH-16/AY-5287			7.408-%	3.828-%	0.476-%	2.152-%	         80.000	BOX	ZDOR	TAN	        446092.41	         53531.08	        499623.49
7611005114	0001000018	0001000018	10	1601	DPSDMN	20180717	90200131_525	       240.000	POU	       99679.57	          2399.89	JOCG      6JOSG      6	         11673.56	        108953.24	MH-16/AY-5287			7.408-%	3.828-%	0.479-%	2.467-%	         20.000	BOX	ZDOR	TAN	         97279.68	         11673.56	        108953.24
7611005117	0003000279	0003000279	10	1601	DPSDMN	20180717	90500156_360	        60.000	PAC	       17012.81	          1200.03	JOCG      6JOSG      6	          1897.54	         17710.32	MH-14/DM-5228			8.257-%	3.846-%		7.589-%	          5.000	BOX	ZDOR	TAN	         15812.78	          1897.54	         17710.32
7611005117	0003000279	0003000279	10	1601	DPSDMN	20180717	90500017_398	       216.000	BLK	       68666.64	          5086.42	JOCG      6JOSG      6	          7629.62	         71209.84	MH-14/DM-5228			7.408-%	2.899-%	0.484-%	8-%	         18.000	BOX	ZDOR	TAN	         63580.22	          7629.62	         71209.84
7611005117	0003000279	0003000279	10	1601	DPSDMN	20180717	90500017_398	        24.000	BLK	        7629.63	           565.16	JOCG      6JOSG      6	           847.74	          7912.21	MH-14/DM-5228			7.408-%	2.899-%	0.484-%	8-%	          2.000	BOX	ZDOR	TAN	          7064.47	           847.74	          7912.21
7651004735	0001000446	0001000446	10	1605	DPSDPBAN	20180717	90800001_75	       120.000	BLK	        7421.06	          1338.22	JOCG    2.5JOSG    2.5	           304.14	          6386.98				9.091-%	4.286-%	0.477-%	22-%	          5.000	BOX	ZDOR	TAN	          6082.84	           304.14	          6386.98
7651004735	0001000446	0001000446	10	1605	DPSDPBAN	20180717	90700004_10	       300.000	PAC	        2492.36	           141.08	JOCG    2.5JOSG    2.5	           117.56	          2468.84				8.5-%	4.23-%	0.434-%	6-%	         10.000	BOX	ZDOR	TAN	          2351.28	           117.56	          2468.84
7701011497	0001002381	0001002381	10	1610	DPSDBHI01	20180717	90700009_50	        30.000	PAC	        1298.38	            96.18	JOCG      0JOSG      0	             0.00	          1202.20	MH05.AM3088			9.1-%	4.291-%	0.485-%	8-%	          1.000	BOX	ZDOR	TAN	          1202.20	             0.00	          1202.20
7651004738	0004000045	0004000045	40	1605	DPSDPBAN	20180717	90500026_365	        36.000	PAC	       10157.68	           752.42	JOCG      6JOSG      6	          1128.64	         10533.90				9.091-%	4.286-%	0.476-%	8-%	          3.000	BOX	ZDOR	TAN	          9405.26	          1128.64	         10533.90
7701011504	0001002315	0001002315	10	1610	DPSDBHI01	20180717	90200001_525	       180.000	JAR	       74759.68	          1799.92	JOCG      6JOSG      6	          8755.18	         81714.94	MH04.GR5652			7.408-%	3.829-%	0.478-%	2.467-%	         10.000	BOX	ZDOR	TAN	         72959.76	          8755.18	         81714.94
7701011504	0001002315	0001002315	10	1610	DPSDBHI01	20180717	90200006_499	       100.000	POU	       39476.28	          1000.00	JOCG      6JOSG      6	          4617.16	         43093.44	MH04.GR5652			7.408-%	3.829-%	0.478-%	2.599-%	         10.000	BOX	ZDOR	TAN	         38476.28	          4617.16	         43093.44
7701011506	0001002376	0001002376	10	1610	DPSDBHI01	20180717	90400008_15	        30.000	PAC	         337.95	            44.08	JOCG      6JOSG      6	            35.26	           329.13	MH04.GR5652			10-%	6.075-%	0.468-%	15-%	          1.000	BOX	ZDOR	TAN	           293.87	            35.26	           329.13
7701011516	0001002300	0001002300	10	1610	DPSDBHI01	20180717	90400000_30	       120.000	BT	        2137.12	           278.75	JOCG    2.5JOSG    2.5	            92.92	          1951.29	MH04.GF9680			33.334-%	6.05-%	0.45-%	15-%	          5.000	BOX	ZDOR	TAN	          1858.37	            92.92	          1951.29
7701011516	0001002300	0001002300	10	1610	DPSDBHI01	20180717	90400003_30	       120.000	BT	        2137.12	           278.75	JOCG    2.5JOSG    2.5	            92.92	          1951.29	MH04.GF9680			33.334-%	6.05-%	0.45-%	15-%	          5.000	BOX	ZDOR	TAN	          1858.37	            92.92	          1951.29
7701011516	0001002300	0001002300	10	1610	DPSDBHI01	20180717	90400002_30	       120.000	BT	        2137.12	           278.75	JOCG    2.5JOSG    2.5	            92.92	          1951.29	MH04.GF9680			33.334-%	6.05-%	0.45-%	15-%	          5.000	BOX	ZDOR	TAN	          1858.37	            92.92	          1951.29
7701011516	0001002300	0001002300	10	1610	DPSDBHI01	20180717	90400005_25	       120.000	BT	        2137.14	           278.76	JOCG    2.5JOSG    2.5	            92.92	          1951.30	MH04.GF9680			20-%	6.05-%	0.45-%	15-%	          5.000	BOX	ZDOR	TAN	          1858.38	            92.92	          1951.30
7701011516	0001002300	0001002300	10	1610	DPSDBHI01	20180717	90400001_25	       120.000	BT	        2137.14	           278.76	JOCG    2.5JOSG    2.5	            92.92	          1951.30	MH04.GF9680			20-%	6.05-%	0.45-%	15-%	          5.000	BOX	ZDOR	TAN	          1858.38	            92.92	          1951.30
7701011516	0001002300	0001002300	10	1610	DPSDBHI01	20180717	90400004_25	       120.000	BT	        2137.14	           278.76	JOCG    2.5JOSG    2.5	            92.92	          1951.30	MH04.GF9680			20-%	6.05-%	0.45-%	15-%	          5.000	BOX	ZDOR	TAN	          1858.38	            92.92	          1951.30
7901001819	0001000799	0001000799	10	1621	DPSDPNAG	20180717	90300009_100	       240.000	PAC	       16464.87	          8667.16	JOCG      9JOSG      9	          1403.58	          9201.29		NARESH TRANSPORT		15-%	4.29-%	0.472-%	111.15-%	          4.000	BOX	ZDOR	TAN	          7797.71	          1403.58	          9201.29
7631002746	0003000225	0003000225	40	1603	DPSDPHYD	20180717	90500070_1000	         6.000	PAC	           3960	           120.00	JOCG      6JOSG      6	           460.80	          4300.80				26.08-%				          1.000	BOX	ZDOR	TAN	          3840.00	           460.80	          4300.80
7631002746	0003000225	0003000225	40	1603	DPSDPHYD	20180717	90500038_225	         1.000	PAC	              0	             0.00	JOCG      6JOSG      6	             0.00	             0.00				31.56-%				          1.000	PAC	ZDOR	TANN	             0.00	             0.00	             0.00
7631002746	0003000225	0003000225	40	1603	DPSDPHYD	20180717	90500026_365	        12.000	PAC	        3385.89	           250.81	JOCG      6JOSG      6	           376.20	          3511.28				9.091-%	4.286-%	0.476-%	8-%	          1.000	BOX	ZDOR	TAN	          3135.08	           376.20	          3511.28
7651004740	0004000045	0004000045	40	1605	DPSDPBAN	20180717	90500069_350	        24.000	PAC	           6048	             0.00	JOCG      6JOSG      6	           725.76	          6773.76				19.36-%				          2.000	BOX	ZDOR	TAN	          6048.00	           725.76	          6773.76
7651004740	0004000045	0004000045	40	1605	DPSDPBAN	20180717	90500070_1000	        12.000	PAC	           7920	           240.00	JOCG      6JOSG      6	           921.60	          8601.60				26.08-%				          2.000	BOX	ZDOR	TAN	          7680.00	           921.60	          8601.60
7651004740	0004000045	0004000045	40	1605	DPSDPBAN	20180717	90500002_900	        48.000	PAC	          30240	           960.00	JOCG      6JOSG      6	          3513.60	         32793.60				21.6-%				          8.000	BOX	ZDOR	TAN	         29280.00	          3513.60	         32793.60
7651004740	0004000045	0004000045	40	1605	DPSDPBAN	20180717	90500003_900	         6.000	PAC	           3780	           120.00	JOCG      6JOSG      6	           439.20	          4099.20				21.6-%				          1.000	BOX	ZDOR	TAN	          3660.00	           439.20	          4099.20
7651004740	0004000045	0004000045	40	1605	DPSDPBAN	20180717	90500017_398	        12.000	BLK	        3814.85	           282.58	JOCG      6JOSG      6	           423.88	          3956.15				7.408-%	2.899-%	0.483-%	8-%	          1.000	BOX	ZDOR	TAN	          3532.27	           423.88	          3956.15
7651004740	0004000045	0004000045	40	1605	DPSDPBAN	20180717	90500005_1100	         6.000	BLK	        4680.11	             0.00	JOCG      6JOSG      6	           561.62	          5241.73				20.58-%				          1.000	BOX	ZDOR	TAN	          4680.11	           561.62	          5241.73
7651004740	0004000045	0004000045	40	1605	DPSDPBAN	20180717	90500084_820	        36.000	PAC	       20519.04	           720.00	JOCG      6JOSG      6	          2375.88	         22174.92				22.15-%				          6.000	BOX	ZDOR	TAN	         19799.04	          2375.88	         22174.92
7651004740	0004000045	0004000045	40	1605	DPSDPBAN	20180717	90500013_900	         6.000	PAC	           3780	           120.00	JOCG      6JOSG      6	           439.20	          4099.20				21.6-%				          1.000	BOX	ZDOR	TAN	          3660.00	           439.20	          4099.20
7651004740	0004000045	0004000045	40	1605	DPSDPBAN	20180717	90300004_230	        30.000	PAC	        5359.48	             0.00	JOCG      6JOSG      6	           643.14	          6002.62				9.091-%	3.828-%	0.478-%	0%	          1.000	BOX	ZDOR	TAN	          5359.48	           643.14	          6002.62
7701011527	0001002376	0001002376	10	1610	DPSDBHI01	20180717	90500210_110	        40.000	PAC	        3401.07	           309.19	JOCG      6JOSG      6	           371.02	          3462.90	MH05/DK-2194			9.091-%	4.29-%	0.48-%	10-%	          1.000	BOX	ZDOR	TAN	          3091.88	           371.02	          3462.90
7701011527	0001002376	0001002376	10	1610	DPSDBHI01	20180717	90500250_475	        10.000	PAC	        3671.84	           393.41	JOCG      6JOSG      6	           393.42	          3671.85	MH05/DK-2194			9.091-%	4.287-%	0.477-%	12-%	          1.000	BOX	ZDOR	TAN	          3278.43	           393.42	          3671.85
7701011527	0001002376	0001002376	10	1610	DPSDBHI01	20180717	90500036_110	        12.000	BT	         1020.4	            48.59	JOCG      6JOSG      6	           116.62	          1088.43	MH05/DK-2194			9.091-%	4.286-%	0.477-%	5-%	          1.000	BOX	ZDOR	TAN	           971.81	           116.62	          1088.43
7791000534	0003000053	0003000053	40	1619	DPSDKRNL	20180717	90500002_900	        90.000	PAC	          56700	          1800.00	JOIG     12	          6588.00	         61488.00	MH46F1662	Radhekrishna Foodland Pvt Ltd		21.6-%				         15.000	BOX	ZDOR	TAN	         54900.00	          6588.00	         61488.00
7791000534	0003000053	0003000053	40	1619	DPSDKRNL	20180717	90500013_900	       234.000	PAC	         147420	          4680.00	JOIG     12	         17128.80	        159868.80	MH46F1662	Radhekrishna Foodland Pvt Ltd		21.6-%				         39.000	BOX	ZDOR	TAN	        142740.00	         17128.80	        159868.80
7791000534	0003000053	0003000053	40	1619	DPSDKRNL	20180717	90500013_900	         6.000	PAC	           3780	           120.00	JOIG     12	           439.20	          4099.20	MH46F1662	Radhekrishna Foodland Pvt Ltd		21.6-%				          1.000	BOX	ZDOR	TAN	          3660.00	           439.20	          4099.20
7791000534	0003000053	0003000053	40	1619	DPSDKRNL	20180717	90500070_1000	        60.000	PAC	          39600	          1200.00	JOIG     12	          4608.00	         43008.00	MH46F1662	Radhekrishna Foodland Pvt Ltd		26.08-%				         10.000	BOX	ZDOR	TAN	         38400.00	          4608.00	         43008.00
7791000534	0003000053	0003000053	40	1619	DPSDKRNL	20180717	90500084_820	        42.000	PAC	       23938.88	           840.00	JOIG     12	          2771.87	         25870.75	MH46F1662	Radhekrishna Foodland Pvt Ltd		22.15-%				          7.000	BOX	ZDOR	TAN	         23098.88	          2771.87	         25870.75
7791000534	0003000053	0003000053	40	1619	DPSDKRNL	20180717	90500017_398	        12.000	BLK	        3814.85	           282.58	JOIG     12	           423.87	          3956.14	MH46F1662	Radhekrishna Foodland Pvt Ltd		7.408-%	2.899-%	0.483-%	8-%	          1.000	BOX	ZDOR	TAN	          3532.27	           423.87	          3956.14
7791000536	0003000053	0003000053	10	1619	DPSDKRNL	20180717	90700060_14	        90.000	PAC	        1068.32	            79.13	JOIG      5	            49.46	          1038.65	MH46F1662	Radhekrishna Foodland Pvt Ltd		6.543-%	4.281-%	0.459-%	8-%	          3.000	BOX	ZDOR	TAN	           989.19	            49.46	          1038.65
7791000536	0003000053	0003000053	10	1619	DPSDKRNL	20180717	90700020_65	       300.000	PAC	       16531.36	          1502.85	JOIG      5	           751.43	         15779.94	MH46F1662	Radhekrishna Foodland Pvt Ltd		6.539-%	4.28-%	0.477-%	10-%	         25.000	BOX	ZDOR	TAN	         15028.51	           751.43	         15779.94
7111011432	0007000013	0007000013	60	1101	MNSD02	20180717	95000003_65	         3.000	BAG	          10500	             0.00	JOCG    2.5JOSG    2.5	           525.00	         11025.00								          3.000	BAG	ZDOR	TAN	         10500.00	           525.00	         11025.00
7111011432	0007000013	0007000013	60	1101	MNSD02	20180717	90800001_65	        24.000	BLK	        1542.96	             0.00	JOCG    2.5JOSG    2.5	            77.14	          1620.10								          1.000	BOX	ZDOR	TAN	          1542.96	            77.14	          1620.10
7611005128	0002000053	0002000053	20	1601	DPSDMN	20180717	90300009_100	      2400.000	PAC	       76564.66	             0.00	JOCG      9JOSG      9	         13781.64	         90346.30	MH-14/V-9673							         40.000	BOX	ZDOR	TAN	         76564.66	         13781.64	         90346.30
7641000523	0001002393	0001002393	10	1604	DPSDCLICT	20180717	90200003_125	        60.000	JAR	        5933.49	           275.00	JOCG      6JOSG      6	           679.02	          6337.51				7.408-%	3.828-%	0.476-%	4.86-%	          1.000	BOX	ZDOR	TAN	          5658.49	           679.02	          6337.51
7641000523	0001002393	0001002393	10	1604	DPSDCLICT	20180717	90200082_2720	         2.000	JAR	        4303.57	           219.98	JOCG      6JOSG      6	           490.04	          4573.63				7.408-%	3.829-%	0.479-%	5.387-%	          1.000	BOX	ZDOR	TAN	          4083.59	           490.04	          4573.63
7641000523	0001002393	0001002393	10	1604	DPSDCLICT	20180717	90200090_565	        18.000	JAR	        8045.57	           396.02	JOCG      6JOSG      6	           917.94	          8567.49				7.408-%	3.829-%	0.478-%	5.177-%	          1.000	BOX	ZDOR	TAN	          7649.55	           917.94	          8567.49
7641000523	0001002393	0001002393	10	1604	DPSDCLICT	20180717	90200091_290	        72.000	JAR	       16518.68	           792.00	JOCG      6JOSG      6	          1887.20	         17613.88				7.407-%	3.829-%	0.477-%	5.036-%	          2.000	BOX	ZDOR	TAN	         15726.68	          1887.20	         17613.88
7641000523	0001002393	0001002393	10	1604	DPSDCLICT	20180717	90300011_2700	        50.000	JAR	       90952.71	         10000.00	JOCG    2.5JOSG    2.5	          4047.64	         85000.35				29.259-%				         50.000	BOX	ZDOR	TAN	         80952.71	          4047.64	         85000.35
7641000523	0001002393	0001002393	10	1604	DPSDCLICT	20180717	90300050_165	        24.000	JAR	         3265.3	           474.45	JOCG    2.5JOSG    2.5	           139.54	          2930.39				9.091-%	4.286-%	0.476-%	17-%	          1.000	BOX	ZDOR	TAN	          2790.85	           139.54	          2930.39
7641000523	0001002393	0001002393	10	1604	DPSDCLICT	20180717	14001437_6	        48.000	NOS	              0	             0.00		             0.00	             0.00								         48.000	NOS	ZDOR	TANN	             0.00	             0.00	             0.00
7731002803	0003000046	0003000046	40	1613	DPSDDEL	20180717	90500013_900	       138.000	PAC	          86940	          2760.00	JOCG      6JOSG      6	         10101.60	         94281.60	DL1LT-2215			21.6-%				         23.000	BOX	ZDOR	TAN	         84180.00	         10101.60	         94281.60
7731002803	0003000046	0003000046	40	1613	DPSDDEL	20180717	90500002_900	        60.000	PAC	          37800	          1200.00	JOCG      6JOSG      6	          4392.00	         40992.00	DL1LT-2215			21.6-%				         10.000	BOX	ZDOR	TAN	         36600.00	          4392.00	         40992.00
7731002803	0003000046	0003000046	40	1613	DPSDDEL	20180717	90500084_820	        30.000	PAC	        17099.2	           600.00	JOCG      6JOSG      6	          1979.90	         18479.10	DL1LT-2215			22.15-%				          5.000	BOX	ZDOR	TAN	         16499.20	          1979.90	         18479.10
7731002803	0003000046	0003000046	40	1613	DPSDDEL	20180717	90500070_1000	        12.000	PAC	           7920	           240.00	JOCG      6JOSG      6	           921.60	          8601.60	DL1LT-2215			26.08-%				          2.000	BOX	ZDOR	TAN	          7680.00	           921.60	          8601.60
7731002804	0003000008	0003000008	40	1613	DPSDDEL	20180717	90500002_900	        66.000	PAC	          41580	          1320.00	JOCG      6JOSG      6	          4831.20	         45091.20	DL1LT-2215			21.6-%				         11.000	BOX	ZDOR	TAN	         40260.00	          4831.20	         45091.20
7731002804	0003000008	0003000008	40	1613	DPSDDEL	20180717	90500002_900	         6.000	PAC	           3780	           120.00	JOCG      6JOSG      6	           439.20	          4099.20	DL1LT-2215			21.6-%				          1.000	BOX	ZDOR	TAN	          3660.00	           439.20	          4099.20
7731002804	0003000008	0003000008	40	1613	DPSDDEL	20180717	90500070_1000	        18.000	PAC	          11880	           360.00	JOCG      6JOSG      6	          1382.40	         12902.40	DL1LT-2215			26.08-%				          3.000	BOX	ZDOR	TAN	         11520.00	          1382.40	         12902.40
7731002804	0003000008	0003000008	40	1613	DPSDDEL	20180717	90500003_900	        12.000	PAC	           7560	           240.00	JOCG      6JOSG      6	           878.40	          8198.40	DL1LT-2215			21.6-%				          2.000	BOX	ZDOR	TAN	          7320.00	           878.40	          8198.40
7731002804	0003000008	0003000008	40	1613	DPSDDEL	20180717	90500084_820	        36.000	PAC	       20519.04	           720.00	JOCG      6JOSG      6	          2375.88	         22174.92	DL1LT-2215			22.15-%				          6.000	BOX	ZDOR	TAN	         19799.04	          2375.88	         22174.92
7731002804	0003000008	0003000008	40	1613	DPSDDEL	20180717	90500071_960	         6.000	BLK	           3960	           120.00	JOCG      6JOSG      6	           460.80	          4300.80	DL1LT-2215			23-%				          1.000	BOX	ZDOR	TAN	          3840.00	           460.80	          4300.80
7611005131	0001000135	0001000135	10	1601	DPSDMN	20180717	90800001_75	       600.000	BLK	       37105.29	          2853.20	JOCG    2.5JOSG    2.5	          1712.60	         35964.69	MH-14/EM-0128			9.091-%	4.286-%	0.477-%	8.33-%	         25.000	BOX	ZDOR	TAN	         34252.09	          1712.60	         35964.69
7611005131	0001000135	0001000135	10	1601	DPSDMN	20180717	90800006_40	        84.000	BLK	        2770.52	           213.04	JOCG    2.5JOSG    2.5	           127.88	          2685.36	MH-14/EM-0128			9.091-%	4.286-%	0.477-%	8.33-%	          3.000	BOX	ZDOR	TAN	          2557.48	           127.88	          2685.36
7611005134	0002000053	0002000053	20	1601	DPSDMN	20180717	90500043_400	        60.000	BLK	       18131.89	             0.00	JOCG      6JOSG      6	          2175.82	         20307.71	mh-14/em-0128							          5.000	BOX	ZDOR	TAN	         18131.89	          2175.82	         20307.71
7611005134	0002000053	0002000053	20	1601	DPSDMN	20180717	90500044_210	        48.000	BLK	        7615.39	             0.00	JOCG      6JOSG      6	           913.84	          8529.23	mh-14/em-0128							          2.000	BOX	ZDOR	TAN	          7615.39	           913.84	          8529.23
7611005134	0002000053	0002000053	20	1601	DPSDMN	20180717	90500055_110	        96.000	BLK	        7978.04	             0.00	JOCG      6JOSG      6	           957.36	          8935.40	mh-14/em-0128							          4.000	BOX	ZDOR	TAN	          7978.04	           957.36	          8935.40
7611005134	0002000053	0002000053	20	1601	DPSDMN	20180717	90500047_225	        64.000	BLK	       10879.13	             0.00	JOCG      6JOSG      6	          1305.50	         12184.63	mh-14/em-0128							          2.000	BOX	ZDOR	TAN	         10879.13	          1305.50	         12184.63
7611005134	0002000053	0002000053	20	1601	DPSDMN	20180717	90500019_115	       120.000	BLK	       10425.84	             0.00	JOCG      6JOSG      6	          1251.10	         11676.94	mh-14/em-0128							          3.000	BOX	ZDOR	TAN	         10425.84	          1251.10	         11676.94
7611005134	0002000053	0002000053	20	1601	DPSDMN	20180717	90500051_115	       120.000	PAC	       10425.84	             0.00	JOCG      6JOSG      6	          1251.10	         11676.94	mh-14/em-0128							          3.000	BOX	ZDOR	TAN	         10425.84	          1251.10	         11676.94
7611005134	0002000053	0002000053	20	1601	DPSDMN	20180717	90500021_125	       200.000	BLK	       18887.39	             0.00	JOCG      6JOSG      6	          2266.48	         21153.87	mh-14/em-0128							          5.000	BOX	ZDOR	TAN	         18887.39	          2266.48	         21153.87
7611005134	0002000053	0002000053	20	1601	DPSDMN	20180717	90500030_72	        72.000	PAC	        3916.49	             0.00	JOCG      6JOSG      6	           469.98	          4386.47	mh-14/em-0128							          1.000	BOX	ZDOR	TAN	          3916.49	           469.98	          4386.47
7611005134	0002000053	0002000053	20	1601	DPSDMN	20180717	90500029_125	       192.000	PAC	       18131.89	             0.00	JOCG      6JOSG      6	          2175.82	         20307.71	mh-14/em-0128							          4.000	BOX	ZDOR	TAN	         18131.89	          2175.82	         20307.71
7611005134	0002000053	0002000053	20	1601	DPSDMN	20180717	90500026_365	        96.000	PAC	       26472.57	             0.00	JOCG      6JOSG      6	          3176.70	         29649.27	mh-14/em-0128							          8.000	BOX	ZDOR	TAN	         26472.57	          3176.70	         29649.27
